Time,Open,High,Low,Last,Change,%Chg,Volume
05/18/2023,99.14,100.18,98.855,100.02,0.72,+0.73%,10813000
05/17/2023,98.23,99.615,98.18,99.3,1.68,+1.72%,12387300
05/16/2023,98.49,98.59,97.62,97.62,-1.34,-1.35%,9416100
05/15/2023,98.44,99.295,98.09,98.96,0.48,+0.49%,8433500
05/12/2023,98.84,99.145,97.745,98.48,0.07,+0.07%,8552500
05/11/2023,98.49,98.62,97.855,98.41,-0.6,-0.61%,11545000
05/10/2023,100,100.12,97.88,99.01,-0.36,-0.36%,12580500
05/09/2023,98.91,99.52,98.71,99.37,0.22,+0.22%,8068000
05/08/2023,99.9,100.07,98.79,99.15,-0.36,-0.36%,7610100
05/05/2023,98.93,99.81,98.805,99.51,1.48,+1.51%,9231300
05/04/2023,99.01,99.215,97.49,98.03,-1.08,-1.09%,15150000
05/03/2023,99.82,100.51,99.035,99.11,-0.38,-0.38%,13371600
05/02/2023,100.18,100.36,98.36,99.49,-1.05,-1.04%,12240500
05/01/2023,100.01,101.11,100,100.54,0.54,+0.54%,8551000
04/28/2023,98.92,100.16,98.92,100,0.96,+0.97%,10714900
04/27/2023,97.41,99.155,97.26,99.04,1.92,+1.98%,14421500
04/26/2023,98.35,98.61,96.92,97.12,-1.87,-1.89%,16058800
04/25/2023,100.25,100.29,98.92,98.99,-1.86,-1.84%,12306900
04/24/2023,100.61,101.2,100.445,100.85,0.24,+0.24%,6942000
04/21/2023,101.02,101.17,100.22,100.61,-0.23,-0.23%,10668500
04/20/2023,100.43,101.2301,100.43,100.84,-0.18,-0.18%,9265100
